pdbid,-logKd/Ki
"6fmn","5.95"
"6fmp","5.64"
"6fn9","3.55"
"6fne","5.52"
"6fnf","7.89"
"6fng","7.14"
"6aa5","7.28"
"6aad","2.79"
"6aah","8.41"
"6aaj","8.30"
"6aak","9.15"
"6aam","8.32"
"6aan","2.75"
"6aao","2.11"
"6aaq","2.41"
"6abk","1.95"
"6abp","6.36"
"6abx","2.14"
"6acb","9.41"
"6aec","6.15"
"6ds0","8.66"
"6dsp","6.09"
"6dtn","6.80"
"6dtw","8.26"
"6dtx","8.35"
"6dub","4.74"
"6dud","6.59"
"6duf","8.14"
"6dug","8.27"
"6duh","7.42"
"6duk","9.59"
"6g6y","6.66"
"6g6z","6.66"
"6g7a","6.78"
"6g7f","5.00"
"6g84","5.21"
"6g85","5.21"
"6g86","4.49"
"6g8i","5.17"
"6g8j","4.76"
"6g8k","4.45"
"5nut","7.92"
"5nuu","8.20"
"5nvc","6.19"
"5nve","7.46"
"5nvf","7.80"
"5nvh","7.82"
"5nvw","6.77"
"5nvx","7.05"
"5nvy","6.12"
"5qqp","8.28"
"5qtt","8.47"
"5qtu","8.39"
"5std","10.49"
"5sve","5.74"
"5svi","5.17"
"5svk","8.48"
"5svl","8.55"
"5svx","6.19"
"5svz","5.92"
"5swf","6.26"
"5swg","4.48"
"6e3s","6.78"
"6e3z","7.76"
"6e49","4.72"
"6e4a","7.36"
"6e4c","9.92"
"6e4f","9.07"
"6e4t","8.05"
"6e4u","7.87"
"6e4v","6.29"
"6e4w","6.70"
"6e59","8.67"
"6e5b","8.66"
"6e5g","5.37"
"6e5l","7.18"
"6e5s","6.44"
"5wex","7.18"
"5wf3","5.85"
"5wf5","7.65"
"5wf6","7.83"
"5wf7","4.01"
"5wfc","4.90"
"5wfd","4.58"
"5wfj","8.89"
"5wfm","6.52"
"6cnj","8.11"
"6cnk","7.77"
"6co4","7.57"
"6coj","6.40"
"6cpa","11.52"
"6cpw","8.25"
"6cq0","4.46"
"6cq1","3.66"
"6cq4","4.85"
"6cq5","4.24"
"6cqf","8.35"
"6cqt","9.64"
"6cqz","9.64"
"6cse","5.60"
"6csf","5.44"
"6d6u","8.21"
"6d78","8.74"
"6d8e","6.47"
"6d8v","5.42"
"6d9s","5.96"
"6d9x","3.49"
"6da1","5.05"
"6da4","6.34"
"6dai","4.07"
"6dar","6.66"
"6das","8.31"
"6dat","5.05"
"6ex1","7.31"
"6exi","5.05"
"6exj","4.33"
"6exs","3.44"
"6ey7","4.30"
"6ey8","5.81"
"6ey9","5.91"
"6eya","7.48"
"6eyb","5.37"
"6awn","9.20"
"6awo","8.70"
"6awp","7.16"
"6ax1","9.42"
"6ax4","8.22"
"6axb","6.30"
"6axj","5.00"
"6axk","6.52"
"6axl","7.11"
"6axp","5.07"
"6gji","3.87"
"6gjj","3.70"
"6gjl","3.86"
"6gjm","3.58"
"6gjn","6.22"
"6gjr","3.74"
"6gjw","4.96"
"6gjy","3.00"
"6gl3","7.96"
"6gl8","8.61"
"6glb","6.89"
"6gmd","3.69"
"5ygd","7.27"
"5ygf","6.21"
"5ygi","7.05"
"5yh8","6.78"
"5yhe","6.69"
"5yhg","6.02"
"5yhl","7.74"
"5yia","5.52"
"5yib","5.48"
"5yic","5.89"
"5yie","5.25"
"5yij","3.42"
"5yj8","3.98"
"5wyr","6.39"
"5wys","6.70"
"5wyx","6.66"
"5wyz","7.68"
"5wzr","7.29"
"5wzs","6.55"
"5wzt","6.66"
"5wzu","7.00"
"5wzv","6.68"
"5wzw","5.91"
"5x02","9.85"
"5x13","5.21"
"6bqh","9.80"
"6bqj","6.00"
"6bqk","9.00"
"6br3","8.72"
"6bs3","5.82"
"6bs4","5.55"
"6bs5","5.70"
"6bsk","6.92"
"6bsl","9.00"
"6bsm","6.80"
"6h14","7.86"
"6h1h","6.17"
"6h1i","7.36"
"6h1u","5.32"
"6h29","5.62"
"6h2t","4.82"
"6h2z","9.30"
"6h33","9.22"
"6h34","9.30"
"6h36","9.35"
"6h37","8.59"
"5xva","7.29"
"5xvf","6.15"
"5xvg","8.05"
"5xvk","5.05"
"5xvq","5.05"
"5xvu","4.65"
"5xvw","5.48"
"5xw6","4.91"
"5xwr","5.98"
"5xxf","5.74"
"5xxk","8.20"
"6c3e","7.20"
"6c3l","4.44"
"6c3n","2.49"
"6c3u","5.40"
"6c42","8.21"
"6c4d","9.04"
"6c4g","8.30"
"6c4u","6.10"
"6c5f","4.48"
"6c5h","6.43"
"6c5j","7.16"
"6en5","7.94"
"6en6","7.94"
"6enm","8.32"
"6enx","6.08"
"6eo0","6.43"
"6eo8","7.00"
"6eo9","6.80"
"6eog","5.80"
"6eol","7.43"
"6eox","6.85"
"6ep4","5.35"
"6ep9","6.84"
"6fgc","5.48"
"6fgf","3.96"
"6fgg","4.77"
"6fgl","4.62"
"6fgq","7.85"
"6fgy","7.15"
"6fh3","3.07"
"6fh6","3.00"
"6fh7","3.00"
"6fhk","7.51"
"6fhq","2.47"
"6fhu","2.64"
"6f96","7.72"
"6f9g","5.70"
"6f9r","4.97"
"6f9t","7.86"
"6f9v","6.76"
"6fa3","7.42"
"6fa4","7.29"
"6fa5","6.75"
"6faa","6.75"
"5ncy","9.40"
"5ncz","9.10"
"5ndb","4.66"
"5ndf","5.85"
"5ne1","8.28"
"5ne3","7.84"
"5ne5","7.41"
"5nea","10.30"
"5neb","7.77"
"5nee","10.70"
"5nev","7.36"
"5uzk","6.74"
"5v0n","7.17"
"5v13","7.63"
"5v19","3.30"
"5v1b","7.47"
"5v1d","6.70"
"5v1y","8.15"
"5v24","6.40"
"5v2l","3.54"
"5v2p","8.29"
"5v2q","8.28"
"5v35","6.96"
"5v37","9.47"
"5v3h","8.30"
"5v3o","7.22"
"6b5o","8.33"
"6b5q","8.24"
"6b5r","8.77"
"6b5t","8.66"
"6b67","5.05"
"6b7a","4.49"
"6b7b","2.89"
"6b7c","5.14"
"6b7d","4.28"
"6b7e","4.55"
"5zo7","9.00"
"6a05","4.89"
"6aee","5.37"
"6ahi","3.60"
"6arv","7.34"
"6b1f","8.72"
"6b5m","12.00"
"6b7f","3.87"
"6baw","5.38"
"6bed","4.72"
"6bgx","6.33"
"5odu","3.28"
"5odx","6.71"
"5ody","8.40"
"5of0","8.63"
"5ofi","4.20"
"5ofu","4.20"
"5ofv","1.58"
"5ofw","2.80"
"5ofx","3.96"
"6c98","4.10"
"6c99","5.62"
"6c9n","4.78"
"6c9p","5.64"
"6c9r","6.71"
"6c9s","7.32"
"6c9v","6.92"
"6cb5","5.37"
"6cbf","5.17"
"6cbg","3.95"
"6cbh","6.29"
"6cc9","3.15"
"6cck","7.43"
"6czb","4.33"
"6czc","4.78"
"6czd","3.85"
"6cze","4.03"
"6czf","5.80"
"6czi","6.25"
"6czu","6.32"
"6czv","6.64"
"6d07","5.28"
"6d08","5.29"
"6d15","4.48"
"5ywx","9.85"
"5ywy","7.23"
"5yy4","6.43"
"5yy6","7.62"
"5yy9","8.04"
"5yyb","6.56"
"5yyf","6.48"
"5yyz","4.18"
"5yz7","4.75"
"5yzc","5.52"
"5yzd","6.70"
"5z1c","2.86"
"5z1d","8.30"
"5z1e","8.30"
"5z1r","5.70"
"5z1s","6.16"
"6cjp","8.11"
"6cjr","9.52"
"6cjs","9.70"
"6cjv","5.66"
"6cjw","5.74"
"6cjy","7.64"
"6ck3","7.35"
"6ck6","9.00"
"6ckc","8.22"
"6cki","7.24"
"6bee","4.66"
"6bef","3.98"
"6beh","4.09"
"6bfd","8.30"
"6bfe","5.85"
"6bfn","8.03"
"6bfp","7.70"
"6bfw","6.66"
"6bg3","4.92"
"6bg5","6.00"
"6bgg","4.02"
"6bgu","6.28"
"6bgv","6.74"
"6bgw","6.68"
"5wh5","7.19"
"5wh6","7.92"
"5whc","4.92"
"5wi0","3.44"
"5wi1","5.00"
"5wic","4.64"
"5wij","6.31"
"5wik","6.21"
"6dji","2.51"
"6djj","4.10"
"6dk1","7.65"
"6dkb","9.15"
"6dki","8.64"
"6dko","5.80"
"6dkp","7.44"
"6dl2","7.48"
"6dl9","6.00"
"6dlj","5.55"
"6dlx","3.32"
"6dm8","7.28"
"6dn5","7.49"
"6fob","7.63"
"6fod","8.15"
"6fpu","6.49"
"6fqo","6.85"
"6fqu","5.66"
"6fr0","6.84"
"6fr2","7.92"
"6frf","7.40"
"6frj","3.71"
"6fs0","9.77"
"6fs1","7.01"
"6fsd","4.24"
"6fse","4.74"
"5prc","4.89"
"5pzn","7.39"
"5q0d","9.00"
"5q0e","9.16"
"5q0f","9.89"
"5q0g","9.74"
"5q0h","7.92"
"5q0i","4.25"
"5q0j","6.62"
"6f3b","6.56"
"6f3d","8.40"
"6f3e","7.15"
"6f3f","4.52"
"6f3g","7.16"
"6f3i","7.68"
"6f4n","5.22"
"6f4x","4.97"
"6f55","4.16"
"6apz","6.82"
"6aqf","8.67"
"6aqo","6.11"
"6ar2","6.41"
"6ar4","6.24"
"6ar9","5.18"
"6arj","7.60"
"6arm","4.97"
"6arn","5.19"
"6aro","5.15"
"6g1w","8.14"
"6g22","7.56"
"6g24","2.77"
"6g25","3.52"
"6g27","3.14"
"6g28","3.64"
"6g29","4.33"
"6g2a","3.79"
"6g2b","3.80"
"6g2c","4.66"
"6bmr","4.22"
"6bmv","4.68"
"6bmx","4.72"
"6bnk","6.99"
"6bnl","6.96"
"6bnt","6.55"
"6bny","6.40"
"6bo6","7.10"
"6bod","4.26"
"6boe","5.54"
"6boy","5.74"
"6bq0","7.34"
"6bqa","5.85"
"6bqd","6.39"
"6gu6","5.74"
"6gu7","5.81"
"6gub","7.64"
"6guc","7.60"
"6gue","8.40"
"6guf","6.65"
"6guh","7.59"
"6guk","6.15"
"6gva","8.22"
"6gvg","6.00"
"6gvi","6.82"
"6esy","5.59"
"6et8","8.25"
"6etg","4.66"
"6ets","5.64"
"6ety","8.05"
"6eu6","4.39"
"6euc","3.77"
"6eum","6.52"
"6euv","8.62"
"6euw","7.77"
"6eux","5.92"
"6euz","4.18"
"6ev0","5.74"
"6evm","2.82"
"6hvt","6.00"
"6hvu","6.59"
"6hvv","6.67"
"6hvw","5.55"
"6hwu","7.54"
"6hwv","7.08"
"6hwz","5.17"
"6hx1","6.52"
"5o5m","5.23"
"5o7e","8.00"
"5o7i","6.09"
"5o7n","6.52"
"5o83","7.96"
"5o87","6.61"
"5o8t","7.13"
"6f7t","9.44"
"6f86","7.43"
"6f8g","4.18"
"6f8j","7.07"
"6f8r","4.70"
"6f8t","5.15"
"6f8u","6.10"
"6f8v","4.80"
"6f8w","4.64"
"6f90","6.00"
"6f92","6.40"
"6f94","7.00"
"6fg6","3.40"
"6fi4","5.66"
"6fv1","5.97"
"6fzj","6.33"
"6g1v","7.23"
"6g33","8.15"
"6g6x","4.88"
"6g8l","5.00"
"6g9a","7.68"
"6g9s","8.00"
"6ge0","8.68"
"6gi6","6.71"
"6gop","9.15"
"6gvx","7.62"
"6gy5","4.86"
"6h13","7.23"
"6h38","8.11"
"6h4r","7.03"
"6h50","6.81"
"6h7j","8.62"
"5vkc","8.74"
"5vkf","4.77"
"5vkm","3.55"
"5vl2","8.42"
"5vlh","6.80"
"5vlk","5.26"
"5vll","6.37"
"5vlp","6.08"
"5vlr","8.52"
"5vm0","8.80"
"5vm6","7.11"
"6fi5","5.52"
"6fii","8.02"
"6fil","5.85"
"6fiv","8.08"
"6fjm","6.24"
"6fkp","6.52"
"6fky","6.49"
"6fkz","6.05"
"6flg","7.52"
"5qas","3.72"
"5qat","3.85"
"5qau","4.15"
"5qav","4.15"
"5qaw","3.40"
"5qay","3.23"
"5qaz","3.40"
"5qb0","3.80"
"5qb1","4.70"
"5yc4","4.92"
"5yc8","8.19"
"5yco","4.59"
"5ye7","5.46"
"5ye9","6.45"
"5yea","8.30"
"5yf1","3.28"
"5yfs","4.86"
"5yft","5.00"
"5yfz","6.96"
"5yg2","6.89"
"5yg3","7.85"
"6bbs","9.89"
"6bbu","7.54"
"6bbv","6.10"
"6bbx","6.67"
"6bc9","9.43"
"6bcr","5.26"
"6bcy","4.81"
"6bd1","4.78"
"6bdy","5.69"
"6beb","3.61"
"6bec","4.01"
"6cf7","7.91"
"6cfc","3.68"
"6cfd","7.86"
"6cgp","7.12"
"6cgt","6.00"
"6cha","4.40"
"6chh","5.57"
"6chl","8.05"
"6chm","3.70"
"6chn","7.96"
"6htr","7.96"
"6htt","6.66"
"6htz","6.74"
"6hu0","6.91"
"6hu1","6.72"
"6hu2","5.90"
"6hu3","6.30"
"6hub","8.10"
"6huc","7.59"
"6huu","7.46"
"6huv","5.00"
"6hv0","6.56"
"5nx2","8.49"
"5nx9","4.60"
"5nxg","8.55"
"5nxi","6.66"
"5nxo","8.31"
"5nxp","7.99"
"5nxq","6.49"
"5nxv","8.46"
"5nxw","7.24"
"5nxx","4.77"
"5nxy","5.05"
"5ny1","6.44"
"5ny3","7.47"
"5ny6","7.87"
"5yjf","5.74"
"5yji","5.30"
"5yjk","6.09"
"5yjm","7.68"
"5yjo","7.17"
"5yjp","6.62"
"5yjy","6.94"
"5ykp","7.05"
"5yl2","4.50"
"5ylj","3.86"
"5yls","5.29"
"5ylt","6.39"
"5ylu","8.62"
"5yr6","5.34"
"5yso","7.40"
"5yto","4.48"
"5ytu","4.92"
"5yu9","6.74"
"5yum","3.65"
"5yun","5.52"
"5yve","6.48"
"5yvt","3.96"
"5yvx","5.89"
"6dcg","8.15"
"6dcy","5.46"
"6dcz","7.17"
"6dd0","5.48"
"6dd1","4.65"
"6det","8.22"
"6df1","6.56"
"6df2","7.24"
"6df4","7.64"
"6df7","8.00"
"6dge","6.72"
"6dgl","5.52"
"6dgo","5.47"
"6dvl","7.96"
"6dvm","8.52"
"6dvn","7.85"
"6dvo","7.22"
"6dxg","4.85"
"6dxl","5.80"
"6dxx","6.64"
"6dy7","4.18"
"6dya","6.17"
"6dyn","3.19"
"6dyo","4.49"
"5xkm","7.62"
"5xmp","7.37"
"5xmr","7.61"
"5xms","8.14"
"5xmt","7.58"
"5xmu","7.51"
"5xmv","7.68"
"5xmx","7.24"
"5xn3","6.17"
"5xo2","4.03"
"5xo7","6.36"
"5xof","4.01"
"5xp7","4.42"
"5xpi","5.28"
"6ccl","3.56"
"6ccm","5.25"
"6ccn","4.52"
"6cco","7.29"
"6ccq","6.60"
"6ccs","3.64"
"6cct","4.14"
"6ccx","3.15"
"6ccy","8.52"
"6cd4","5.34"
"5wa7","6.40"
"5wa8","6.23"
"5wa9","6.76"
"5wac","7.42"
"5wad","8.11"
"5wae","6.80"
"5waf","9.35"
"5wag","5.21"
"5wal","8.77"
"5y12","6.23"
"5y13","5.94"
"5y1u","5.12"
"5y1y","6.01"
"5y20","4.52"
"5y21","6.47"
"5y24","8.34"
"5y2f","5.15"
"5y3n","7.10"
"5y3o","6.86"
"5y48","5.85"
"5y53","6.37"
"5y59","5.29"
"5y5t","6.68"
"5y5u","7.75"
"6bt0","5.68"
"6bt6","5.91"
"6bto","5.00"
"6bu0","5.96"
"6bu1","7.22"
"6bu3","6.55"
"6buu","5.44"
"6buv","4.74"
"6bvb","6.71"
"6bvh","9.15"
"6bw2","7.68"
"6bw3","5.53"
"6bw5","8.25"
"6g8m","5.38"
"6g8n","5.84"
"6g8p","4.21"
"6g8q","4.72"
"6g91","5.49"
"6g92","4.12"
"6g93","7.96"
"6g97","8.38"
"6g98","6.15"
"6fsy","6.61"
"6ft3","6.42"
"6ft4","6.63"
"6ft7","5.00"
"6ft8","7.36"
"6ft9","6.96"
"6ftf","8.10"
"6ftn","6.70"
"5nps","5.89"
"5nq5","5.00"
"5nqe","6.15"
"5nqr","7.15"
"5nr7","6.02"
"5nr8","6.76"
"5nra","6.91"
"5nrf","6.79"
"5nsp","6.47"
"6dqa","6.44"
"6dqb","6.49"
"6dql","7.89"
"6drg","6.92"
"6drt","4.97"
"6drx","9.24"
"6dry","9.43"
"6drz","9.80"
"6hmx","8.89"
"6hmy","7.24"
"6hni","4.03"
"6hoi","5.10"
"6hol","5.72"
"6hop","5.62"
"6hoq","6.39"
"6hor","4.18"
"6hot","4.40"
"6hou","4.27"
"6hov","3.30"
"6b2q","8.05"
"6b30","7.22"
"6b31","8.44"
"6b33","8.12"
"6b3e","6.99"
"6b3v","9.69"
"6b41","8.48"
"6b4d","6.11"
"6b4h","8.52"
"6b4l","6.47"
"6b4n","10.55"
"6b4u","7.68"
"6b5a","7.94"
"6b5j","7.10"
"6biz","6.57"
"6bj2","5.40"
"6bj3","4.77"
"6bjo","6.29"
"6bke","8.35"
"6bkh","8.89"
"6bkw","8.30"
"6bkx","6.39"
"6bky","6.57"
"6bl1","6.96"
"6bl2","7.39"
"6bln","8.80"
"6bm5","5.84"
"6bm6","4.68"
"6bmi","5.05"
"6dhc","7.96"
"6dhu","3.13"
"6di0","5.22"
"6di1","6.74"
"6die","3.13"
"6dif","10.72"
"6dik","5.07"
"6dil","8.12"
"6dim","2.14"
"6dj1","10.51"
"6dj2","8.12"
"6dj5","8.14"
"6dj7","8.72"
"6djc","6.63"
"6djd","2.14"
"6eda","6.70"
"6edl","8.70"
"6edr","4.55"
"6eds","8.77"
"6ee2","6.71"
"6ee3","6.86"
"6ee4","6.69"
"6ee6","6.67"
"6eea","6.20"
"6eeb","5.30"
"6eed","6.09"
"6eee","7.54"
"6eeh","6.54"
"6eeo","6.43"
"6efj","3.32"
"6efk","6.80"
"6eg9","7.17"
"5mw2","8.52"
"5mw3","6.62"
"5mw4","11.70"
"5mw6","4.73"
"5mwa","6.82"
"5mwd","5.72"
"5mwh","5.74"
"5mwj","7.61"
"5mwo","3.21"
"5mwp","7.50"
"5mwy","7.00"
"5mwz","5.15"
"5mxk","3.39"
"5qah","3.84"
"5qai","3.82"
"5qaj","3.48"
"5qak","3.66"
"5qal","3.46"
"5qam","4.00"
"5qan","3.96"
"5qao","3.62"
"5qap","4.00"
"5qaq","3.54"
"5win","7.03"
"5wxp","3.35"
"5x26","8.30"
"5x73","6.74"
"5xjm","9.37"
"5xpl","7.70"
"5xyf","5.98"
"5y7k","9.18"
"5y93","5.64"
"5yc3","4.85"
"5yg4","7.37"
"5yjb","7.54"
"5ylv","6.82"
"5yr5","6.74"
"5ywg","8.34"
"5zdg","5.42"
"5zhm","6.14"
"5qbv","6.37"
"5qby","7.40"
"5qc4","6.82"
"5qck","7.64"
"5qcl","7.96"
"5qcm","6.96"
"5qcn","8.22"
"5qik","7.66"
"5qil","11.52"
"5qim","11.22"
"5qin","10.40"
"5qj2","7.68"
"5qj3","7.62"
"5qqo","7.77"
"6m9f","8.22"
"6m9l","7.54"
"6m9t","7.70"
"6ma1","8.10"
"6ma2","5.39"
"6ma3","8.30"
"6ma4","7.35"
"6ma5","8.10"
"6maj","7.47"
"6max","4.87"
"6mbo","5.95"
"6mbp","5.95"
"6mck","7.92"
"6md0","5.90"
"6g9b","3.24"
"6g9d","8.37"
"6g9f","6.23"
"6g9h","8.40"
"6g9i","3.93"
"6g9j","8.39"
"6g9k","7.40"
"6g9m","8.10"
"6g9n","8.52"
"5ou2","3.22"
"5ou3","6.21"
"5oua","5.57"
"5oug","2.77"
"5ouh","5.67"
"5oui","4.03"
"5oul","3.30"
"5ous","4.00"
"5ov8","4.74"
"5ov9","5.66"
"5ovc","5.96"
"5ove","6.35"
"5ovf","6.85"
"5ovg","6.40"
"6ahs","5.82"
"6ai9","6.74"
"6ajg","5.78"
"6ajh","6.54"
"6aji","4.53"
"6ajj","6.80"
"6ajr","4.31"
"6ajx","5.04"
"6ajy","5.28"
"6ajz","4.34"
"6ak4","5.46"
"6cwn","6.65"
"6cyb","9.02"
"6cyc","7.85"
"6cyd","8.70"
"6cyh","3.15"
"6cyi","5.04"
"6cz3","7.25"
"5o22","8.00"
"5o2d","5.68"
"5o3q","5.68"
"5o3r","5.00"
"5o45","8.05"
"5o48","4.70"
"5o4f","6.68"
"5o4s","5.47"
"5o4t","3.40"
"5o4y","8.15"
"5o4z","6.07"
"5o55","4.70"
"5o58","6.72"
"5o5a","4.77"
"5o5f","4.30"
"6bgy","6.82"
"6bgz","6.39"
"6bh0","6.66"
"6bh1","7.22"
"6bh2","5.62"
"6bh3","4.92"
"6bh5","6.60"
"6bh8","5.12"
"6ek3","6.48"
"6ekd","6.44"
"6ekn","6.29"
"6ekq","5.46"
"6eks","3.84"
"6eku","4.28"
"6el5","6.88"
"6ela","7.59"
"6eln","6.05"
"6elo","6.29"
"6elp","6.63"
"6em6","4.00"
"6em7","4.53"
"6ema","4.53"
"6emu","5.03"
"6fbw","4.78"
"6fby","5.03"
"6fc6","5.25"
"6fcj","7.15"
"6fcl","4.64"
"6fdc","5.64"
"6fdp","5.26"
"6fdq","3.95"
"6fdt","4.30"
"6fdu","3.69"
"6fe0","6.48"
"6fe1","8.48"
"6g47","2.18"
"6g4m","6.60"
"6g4n","5.64"
"6g4y","8.82"
"6g4z","9.77"
"6g5j","6.70"
"6g5l","7.62"
"6g5u","6.40"
"6g6t","7.70"
"6g6w","9.70"
"6h7l","8.97"
"6h7m","7.80"
"6h7n","8.46"
"6h7o","9.85"
"6h7u","1.98"
"6h7y","9.46"
"6h7z","10.12"
"6h8c","5.85"
"6evn","4.71"
"6evo","5.17"
"6evp","4.53"
"6evq","2.00"
"6evr","8.06"
"6ew3","7.40"
"6ew6","3.08"
"6ew7","5.54"
"6ewe","5.51"
"6ewk","3.77"
"6eww","5.05"
"6afi","6.20"
"6afj","6.28"
"6afk","6.00"
"6afl","7.00"
"6afr","7.15"
"6agg","4.07"
"6agk","5.58"
"6agp","5.05"
"6agt","8.40"
"6er4","2.77"
"6ert","5.23"
"6eru","4.53"
"6erw","5.36"
"6es0","5.65"
"6esa","4.53"
"6esj","5.68"
"6esm","5.53"
"5mgj","4.29"
"5mgk","4.00"
"5mgl","3.30"
"5mgm","3.30"
"5mgx","5.59"
"5mhp","7.82"
"5mhq","6.96"
"5mi3","6.84"
"5mi5","6.77"
"5mi6","7.30"
"5mi7","7.11"
"5mi9","8.35"
"5umx","5.96"
"5umy","6.97"
"5umz","7.12"
"5un1","5.80"
"5un9","7.68"
"5unf","9.47"
"5ung","9.47"
"5unh","9.46"
"5unj","6.62"
"5uoo","8.85"
"5uor","8.20"
"5tq6","6.91"
"5tq7","7.67"
"5tq8","7.64"
"5tqe","6.72"
"5tqf","8.30"
"5tqg","9.62"
"5tqs","5.86"
"5tqu","7.60"
"5tr6","8.49"
"5trf","9.06"
"5trg","7.82"
"5tri","5.06"
"5trj","5.92"
"5trk","5.21"
"5trr","7.39"
"5trs","8.00"
"5wkm","5.12"
"5wl0","9.17"
"5wle","5.72"
"5wlg","4.72"
"5wlo","10.82"
"5wlt","6.81"
"5wlv","8.52"
"5wmg","8.21"
"5wmt","5.86"
"5wo4","10.00"
"5wp5","5.34"
"5wpb","3.57"
"5wqa","7.96"
"5wqc","8.96"
"5wqd","4.77"
"6b1h","8.72"
"6b1j","7.37"
"6b1k","6.67"
"6b1o","8.51"
"6b1w","7.37"
"6b1x","7.40"
"6b1y","7.40"
"6b22","7.38"
"6b27","5.03"
"6b2c","7.03"
"6b2p","8.89"
"6bqg","8.93"
"6bsx","3.30"
"6c7g","7.74"
"6cd5","6.81"
"6cf6","5.24"
"6cho","6.78"
"6cn8","7.20"
"6cwi","7.54"
"6d16","5.08"
"5kq5","8.05"
"5kqd","6.30"
"5kqf","6.51"
"5kqg","5.15"
"5kql","4.00"
"5kqx","8.44"
"5kqy","9.29"
"5kr0","9.15"
"5kr1","9.49"
"5kr2","8.48"
"5kr8","6.82"
"5kre","7.23"
"5ks7","5.32"
"5ksu","4.08"
"6ary","7.60"
"6as6","4.82"
"6as8","7.05"
"6asu","5.21"
"6asz","4.72"
"6at0","4.04"
"6atv","8.22"
"6au2","2.30"
"6au5","5.57"
"6au9","5.96"
"6aud","6.22"
"6aum","9.10"
"6avi","5.71"
"5ual","3.58"
"5ubt","8.62"
"5uc1","7.85"
"5uc4","6.46"
"5uch","6.01"
"5uci","5.37"
"5ucj","6.36"
"5ue4","6.36"
"5ueu","7.78"
"5uex","8.82"
"5v79","6.41"
"5v7i","7.18"
"5v7t","6.21"
"5v7w","7.12"
"5v82","10.15"
"5v84","6.70"
"5v86","7.10"
"5v88","7.55"
"5w0i","8.85"
"5w0l","4.74"
"5w0q","8.00"
"5w10","6.62"
"5w12","7.28"
"5w13","7.66"
"5w19","5.30"
"5w1e","5.24"
"5gwa","5.77"
"5gwy","4.95"
"5gwz","4.71"
"5gx6","5.80"
"5gx7","5.56"
"5h08","5.96"
"5h09","5.88"
"5h0b","7.96"
"5h0e","6.68"
"5h0g","6.95"
"5h0h","6.16"
"5o0j","4.77"
"5o0s","4.24"
"5o11","6.67"
"5o1a","4.52"
"5o1b","4.70"
"5o1c","3.95"
"5o1d","4.66"
"5o1e","4.48"
"5o1f","4.52"
"5o1g","3.94"
"5o1h","4.85"
"5o1i","5.40"
"5o1s","3.65"
"5t35","7.18"
"5t36","7.37"
"5t37","6.62"
"5t3n","8.04"
"5t4b","9.38"
"5t4e","5.36"
"5t4f","8.00"
"5t4h","8.03"
"5t4u","5.32"
"5t4v","7.22"
"5t52","9.28"
"5t54","9.06"
"5t5g","5.89"
"5t68","7.64"
"5vqx","6.32"
"5vqy","6.29"
"5vqz","6.39"
"5vr8","6.87"
"5vrl","7.11"
"5vrp","8.89"
"5vs6","6.98"
"5vsb","5.12"
"5vsc","6.29"
"5vsd","7.24"
"5m0m","8.22"
"5m17","3.66"
"5m1z","4.18"
"5m23","8.90"
"5m25","8.19"
"5m28","4.32"
"5m29","7.40"
"5m2q","7.52"
"5m2v","5.40"
"5m34","6.82"
"5m39","4.62"
"5m3a","5.70"
"5ni8","7.70"
"5nib","7.72"
"5nih","6.87"
"5nin","7.12"
"5niy","4.22"
"5njx","4.15"
"5njz","7.80"
"5nk2","6.74"
"5nk3","7.42"
"5nk4","8.70"
"5nk6","6.80"
"5nk7","6.33"
"5nk8","6.64"
"5nk9","6.14"
"5nka","5.46"
"5nkb","9.12"
"5nkc","7.72"
"5qar","3.77"
"5qb2","4.15"
"5szb","5.11"
"5t31","6.96"
"5t6f","5.80"
"5teh","7.55"
"5thi","3.61"
"5tiu","8.30"
"5toe","5.60"
"5qa7","3.96"
"5qa8","3.77"
"5qa9","3.64"
"5qaa","3.91"
"5qab","3.65"
"5qad","3.77"
"5qae","3.62"
"5qaf","3.51"
"5w86","8.70"
"5w88","4.52"
"5w8h","4.63"
"5w8i","6.82"
"5w8j","6.43"
"5w8v","8.22"
"5w92","7.70"
"5w94","4.65"
"5w99","4.68"
"5wa1","4.17"
"5wa4","5.89"
"5wa5","6.72"
"5wa6","6.36"
"5oku","6.26"
"5ol3","5.36"
"5olb","7.89"
"5olk","6.00"
"5om2","4.06"
"5om3","4.10"
"5om7","5.74"
"5om9","4.25"
"5one","7.28"
"5vee","6.11"
"5vex","4.63"
"5vfc","9.05"
"5vfd","6.44"
"5vfj","4.70"
"5vfm","3.82"
"5vfn","3.52"
"5y5w","6.10"
"5y61","1.72"
"5y62","1.74"
"5y6d","7.26"
"5y6e","7.86"
"5y6f","6.85"
"5y6g","7.00"
"5y7h","7.73"
"5j8m","6.80"
"5j8u","6.47"
"5j8x","8.80"
"5j8z","8.30"
"5j9f","7.23"
"5j9k","5.85"
"5j9l","7.47"
"5j9x","7.77"
"5j9z","7.80"
"5ja0","5.22"
"5jah","3.00"
"5jal","2.47"
"5jan","3.01"
"5jao","4.00"
"5jap","6.64"
"5mo2","3.84"
"5mo8","5.79"
"5mob","4.05"
"5moc","4.63"
"5mod","3.52"
"5moe","3.28"
"5mon","2.48"
"5moo","1.31"
"5moq","4.68"
"5tzy","8.70"
"5tzz","7.85"
"5u00","8.70"
